001G#AA/RAC Service Centres and Boxes
400G#Abattoirs & Slaughter Houses (Contractors Valuation)
401G#Abattoirs & Slaughter Houses (Rental Valuation)
003G#Advertising Right
402S#Agricultural Research Centres
004S#Agricultural Showgrounds (National Scheme)
005S#Air Ports (Minor) (National Scheme)
006G#Air Strips (National Scheme)
007V#Aircraft Works With Airfields
008S#Airport Let Outs
009V#Aluminium Smelting Works
010S#Ambulance Stations
011G#Amusement Arcades
012S#Amusement Parks
013G#Animal Boarding
403S#Aquaria
404G#Archives
014N#Arenas
015G#C Army Hereditaments
016V#Artificial Fibre Works
017M#Asphalt Plants
018G#ATMs
019G#Auction Rooms
728M#Bagging Plant
020M#Baling Plants
021G#Banks/Insurance/Building Society Offices & Other A2 Uses
303G#Bars (Valued on Floor Space)
733U#Battery Storage
022G#Beach Huts
023V#Beet Sugar Factories
024G#Betting Offices
025S#Bingo Halls (National Scheme)
730U#Biomass Biological (crop and slurry based anaerobic digesters, including gas to gri)
731U#Biomass Thermal (including combustion, gasification, pyrolysis)
026G#Bird Sanctuaries
027G#Boat Yards
405G#Boathouses
028S#Bowling Alleys
029G#Bowling Centres (Indoor)
030G#Bowling Greens (Outdoor)
031S#Breweries
032M#Brickworks (Traditional), Clay Tile/Pipe Works
738G#Builders Merchant
033M#Bulk Cement Storage Depots
034S#Bullion/Money Stores (National Scheme)
406S#Bus Garages (Contractors Valuation)
407S#Bus Garages (Rental Valuation)
036S#Bus Stations
408G#Business Units
037G#Cable Head End Buildings
409G#Cafes
500G#Cafes/Restaurants Within/Part of Specialist Property
038S#Car Auction Buildings/Sites
501G#Car Parking Within/Part of Specialist Property
039S#Car Parks (Multi-Storey)
040G#Car Parks (Surfaced Open)
041G#Car Parks (Unsurfaced Open)
042G#Car Showrooms
043G#Car Spaces
044S#Car Supermarkets
045G#Car Washes (Stand Alone)
046G#Car/Caravan Sales/Display/Hiring Sites
047S#Chain-Operated and Large Caravan Parks
048G#Caravan and Camping Sites
049S#Casinos and Gambling Clubs
050S#Cattle Breeding Centres
051M#Cement Tile Works
052V#Cement Works
053G#Cemeteries (National Scheme)
054G#Tenting and Touring Sites, Certified Locations and Small Static Caravan Sites
410G#Changing Rooms
055V#Chemical Works
758G#Children's Centres
056S#Cinemas (National Scheme)
058M#Civic Amenity Sites
057G#S Civic and Public Buildings (Local Authority Occupations)
059U#Civil Airports
060G#Clubhouses
061G#Licensed Sports, Social & Private Members Clubs
062G#Coaching Inns
411G#Coastguard Stations
063V#Coking and Carbonising Plants
412S#Cold Stores (Contractors Valuation)
413S#Cold Stores (Rental Valuation)
065S#Colleges of Further Education (National Scheme)
992G#Commercial Miscellaneous
066G#C Communication Stations (National Scheme)
067G#Community Day Centres
068S#Computer Centres (Non-Purpose Built)
069S#Computer Centres (Purpose Built)
070S#Concert Halls (National Scheme)
071M#Concrete Batching Plants
072M#Concrete Block Works
073M#Concrete Product Works
074S#Conference & Exhibition Centres
075S#Wedding and Function Venues
076G#Contractors Huts & Compounds
106G#Convenience Stores
077S#Country House Hotels
414S#Courts (Contractors Valuation)
415S#Courts (Rental Valuation)
079S#Creameries
080N#Crematoria (With & Without Cemeteries) (National Scheme)
081G#Cricket Centres
082N#Cricket Grounds (County)
083G#Cricket Grounds/Pitches (Non-County)
998C#Crown Miscellaneous
084G#Dance Schools & Centres
085G#Day Nurseries/Play Schools
086S#Departmental and Walk Round Stores (Large)
087G#Distilleries
088S#District Heating Undertakings & Networks
089S#U Docks and Harbours (Non-Statutory)
364G#Dog Walking and Agility Centres
090G#Domestic Fuel Installations
091S#Drive-To Restaurants
092S#Drive-Thru Restaurants
995G#S Educational Miscellaneous
093M#Mine Water Treatment Plant and Premises
094S#U Electricity Undertakings (Non-Statutory)
095G#Exhaust and Tyre Centres
096G#Factories, Workshops and Warehouses (Incl Bakeries & Dairies)
097S#Factory Shops
098G#Farm Shops
737U#Ferry Terminal
099G#Field Study, Activity and Adventure Centres
100S#Film Studios
759S#TV Studios
101G#Fire Stations
102G#Fish Farms
103S#V Flour Mills (National Scheme)
104S#Food Courts
760G#Food Court Kiosks
105S#Food Processing Centres
107G#Football Grounds
108G#Football Pitches
109N#Football Stadia
715S#Football Training Grounds
996N#S Formula Assessed Miscellaneous
747U#Fossil Fuel Power Stations
110S#Foundries
111G#Funeral Parlours/Chapels Of Rest
112G#Game Farms
113G#Garages (Transport and Commercial)
502G#Garages Within/Part of Specialist Property
114S#Garden Centres
115V#Gas Processing Plants
116G#Go Kart Rinks
117S#Golf Courses
118S#Golf Driving Ranges
119S#Grain Silos
120S#Granaries and Intervention Stores
121S#Greyhound Racetracks
122G#Guest & Boarding Houses
416G#Gymnasia/Fitness Suites
503S#Gymnasia/Fitness Suites Within/Part of Specialist Property (Dry Only)
417G#Hairdressing/Beauty Salons
124G#Hatcheries/Poultry Farms
125S#Health Farms
126G#Heliports
127M#Heredits Used For Primary Treatment/Processing Of Minerals
128G#Heritage Railways
129S#High Tech Warehouses
130N#Holiday Centres
131G#Holiday Homes (Self Catering)
132N#Horse Racecourses
133G#Hospital Let Outs
135S#Hospitals & Clinics (Private) (National Scheme)
134S#Hospitals & Clinics NHS (National Scheme)
136G#Hostels
137G#Hotels (3 Star And Under)
138S#Hotels (4 Star & Above) & Major Chain Operated ( includes 3* & above consortium hotels)
139S#Hypermarkets/Superstores (over 2500m²)
140S#Ice Rinks
742U#Independent Distribution Network Operators (IDNOs)
741U#Independent Gas Transporter (IGT)
994G#S Industrial Miscellaneous
418G#Information/Visitor Centres
141G#Interactive Telephone Kiosks
142V#Iron and/or Steel Works
143G#Kennels and Catteries
504G#Kiosks and Pods within/Part of Specialist Property, Retail Parks and Other Major Retail/Sporting Destinations
144G#Laboratories
145S#Lakes With Water Sport Facilities
146G#Land Used For Advertising
147S#Land Used For Car Boot Sales
419G#Land Used for Display
148G#M/S Land Used For Storage
150M#Land used for Waste Composting
149M#Landfill Gas Generator Sites
151S#Distribution Warehouses
152S#Large Food Stores (750 - 2500m²)
153S#Large Industrials (Over 20,000m²)
154G#Large Shops (750 - 1850m²)
155S#Large Shops (Over 1850m²)
993G#S Leisure Miscellaneous
156G#Libraries
420N#Lifeboat Stations
157S#V Liquid Bulk Storage (Incl Petrol & Oil) (National Scheme)
158S#Livestock Markets (National Scheme)
159G#Local Authority Schools (National Scheme)
160S#Lodges
161G#Lorry Parks
162V#Maltings - Non Trad
163S#Maltings - Trad
164S#Marinas (National Scheme)
165S#Markets (Other Than Livestock)
166M#Mineral Depot and Premises
167M#Mineral Producing Hereditament - Blockstone
168M#Mineral Producing Hereditament - Brine
169M#Mineral Producing Hereditament - Chalk
170M#Mineral Producing Hereditament - China Clay
171M#Mineral Producing Hereditament - Clay
172M#Mineral Producing Hereditament - Coal
173M#Mineral Producing Hereditament - Fluorspar
174M#Mineral Producing Hereditament - Gas
